Job_Title,Company_name,Job_skills,Job_location,Company_Experience
Sales Manager - Exports (Pharma Packaging) 5-7 years Mumbai,Talent  Corner HR Services Pvt Ltd,"['pharma packaging', 'export', 'sales', 'Pharma Machinery', 'Sales management', 'Management', 'Packaging', 'Pharmaceutical']",Mumbai,5-7 Yrs
National Sales Manager - Pharma -  Multispeciality Segment Mumbai HQ.,For Reputed Pharma Company.,"['Pharma Selling', 'Pharmaceutical Sales', 'National Sales Manager', 'Multispeciality', 'Pain Management', 'Acute', 'NSM', 'National Business manager']","Mumbai, Maharashtra",15-20 Yrs
National Sales Manager - Pharma -  Multispeciality Segment Mumbai HQ.,A reputed Pharma company based at Mumbai.,"['Pharma Selling', 'Pharmaceutical Sales', 'National Sales Manager', 'Multispeciality', 'Pain Management', 'Acute', 'NSM', 'National Business manager']","Mumbai, Maharashtra",15-20 Yrs
National Sales Manager-Leading Pharma Company,3point Hrm Llp,"['Sales Management', 'Sales Planning', 'Pharmaceutical', 'Management', 'Company', 'Planning', 'Sales', 'National sales']",Mumbai (All Areas),12-16 Yrs
Sales Manager - Pharma Machinery,Leading Pharma Machinery Company,"['Sales', 'Machine Sales', 'Process Machinery', 'Packaging Machinery', 'Machinery Sales', 'Packaging Machines', 'Pharma Machinery', 'Marketing']","Mumbai Suburban, Maharashtra, Thane, Maharashtra, Mumbai (All Areas)",3-8 Yrs
Area Sales Manager ? Pharma Excipients,Finar,"['Sales planning', 'Operations planning', 'Pharma', 'Area sales', 'Client relationship', 'Customer complaints', 'Market penetration', 'Distribution network']",Ahmedabad,4-6 Yrs
General Manager / National Sales Manager - Pharma - OTC - Mumbai,LKSA-NSM - PHARMA/OTC- MUMBAI,"['Pharma OTC', 'NATIONAL SALES MANAGER', 'Genera Sales Manager', 'General Manager', 'OTC', 'Pharma Selling', 'Ayurveda', 'Otc Sales']",Mumbai (All Areas),15-24 Yrs
Hiring - Sales( Business Development Executive ),Photon,"['Communication Skills', 'Sales', 'Cold Calling', 'Business development', 'Cold', 'Calling', 'Development', 'Hiring']","Chennai, Bengaluru",0-2 Yrs
Business Development Representative,Vaave,"['Cold calling', 'B2B', 'Sales', 'Media sales', 'Email marketing', 'Relationship building', 'Social media', 'SAAS']",Hyderabad/Secunderabad,0-1 Yrs
Business Development Executive-South Kolkata(Pharma/Diagnostics),Agilus Diagnostics,"['Marketing And Sales', 'Strategy Development', 'Sales', 'Market Survey', 'Strategic Planning', 'Marketing', 'Planning', 'Business development']","Kolkata, West Bengal",1-5 Yrs
Sales Manager / Regional Sales Manager - Pharma,A Client of Radial HR Solutions,"['sales', 'pharma sales', 'medical sales', 'Sales Manager Regional Sales Manager - Pharma', 'Infection Control', 'business development', 'medical representative', 'disinfectant sales']","Bengaluru, Delhi / NCR",4-9 Yrs
Banking Sales Officer / Assistant Relationship  Manager,Contact : 9316105637,"['Bank', 'Sales', 'BFSI', 'Channel Sales', 'FMCG', 'Durables', 'Credit Cards', 'Marketing']","Khammam, Telangana, Warangal, Telangana, Hyderabad, Telangana",1-5 Yrs
Regional Sales Manager - Pharma - CNS - Delhi HQ.,Regional Sales Manager - Pharma - CNS - Delhi HQ.,"['Pharmaceutical Sales', 'Pharma Selling', 'Neurology', 'Nephrology', 'B2C Sales', 'Pharmacy', 'Physical Therapy', 'Regional Sales Manager']",Delhi / NCR,8-12 Yrs
Therapy Manager( Women Sales Professional ),Cipla,"['Pharma Selling', 'Sales', 'Medical Rep', 'Pharmaceutical Sales', 'Selling', 'MR', 'sales officer', 'Secondary Sales']","Hyderabad, Telangana, Lucknow, Uttar Pradesh, Ahmedabad, Gujarat",1-6 Yrs
Registered Pharmacist - Kolkata (Male),ASG Eye Hospital,"['Registered Pharmacist', 'hospital pharmacist', 'Pharmacy Incharge', 'd pharmacy', 'pharmacy assistant', 'B Pharmacy Fresher', 'pharmacist retail / hospital', 'pharmacy executive']","Kolkata, West Bengal(Lake Town)",0-2 Yrs
Registered Pharmacist - Noida,ASG Eye Hospital,"['Registered Pharmacist', 'hospital pharmacist', 'Pharmacy Incharge', 'd pharmacy', 'pharmacy assistant', 'B Pharmacy Fresher', 'pharmacist retail / hospital', 'pharmacy executive']","Noida, Uttar Pradesh",0-2 Yrs
Registered Pharmacist - Cuttack,ASG Eye Hospital,"['Registered Pharmacist', 'hospital pharmacist', 'Pharmacy Incharge', 'd pharmacy', 'pharmacy assistant', 'B Pharmacy Fresher', 'pharmacist retail / hospital', 'pharmacy executive']","Cuttack, Odisha",0-2 Yrs
Hiring Pharmacist,Matrix,"['Pharma', 'B pharma', 'Pharma Selling', 'Clinical Pharmacy', 'Dispensing', 'MPharm', 'diploma in Pharmacy', 'Pharmaceutical']","Dharwad, Karnataka, Hubli, Karnataka, Bangalore Rural, Karnataka",0-3 Yrs
Pharmacist,Zydus Hospitals,"['Administration', 'SIDE', 'Pharma', 'Pharmacy', 'Medical services', 'Legal', 'Wellness', 'Operations']",Ahmedabad,0-3 Yrs
Pharmacist,Matrix,"['pharma', 'Customer Service', 'Management', 'Pharmacy', 'Pharmaceutical']",Bengaluru,0-3 Yrs
"U)- Hdfc Sales hiring Home Loan Officer (Bangalore, HYD, Chennai)",Ayka Communication,"['Sales', 'NBFC', 'Graduate', 'Housing', 'Bank', 'Home Loans', 'Commerce', 'Marketing']","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",0-5 Yrs
Sales Executive - Pharma Sales,Vibcare Pharma,"['Customer Relationship', 'Pharma Selling', 'Communication Skills', 'Excel', 'Sales', 'Sales And Marketing', 'Medical Sales', 'Client Servicing']","Panchkula, Haryana",2-7 Yrs
Executive - Formulation Development ( R & D ) - Pharma - Thane.,Rubicon Research,"['Formulation', 'Formulation Development', 'Research And Development', 'Development', 'R', 'Pharmaceutical', 'Research', 'R']","Thane, Maharashtra",6-10 Yrs
Zonal Business HR - Sales HR- Pharma Listed Co. - Mumbai,Pharmaceutical job,"['Sales Hiring', 'Sales HR', 'zonal hr', 'Talent Management', 'Talent Development', 'Sales', 'Pharmaceutical', 'Management']","Mumbai Suburban, Maharashtra, Mumbai (All Areas)",9-14 Yrs
Area Manager BD,Nephroplus,"['Legal drafting', 'Nephrology', 'Networking', 'Pharma', 'Analytical', 'Consulting', 'Healthcare', 'Competitive intelligence']",Hyderabad/Secunderabad,4-7 Yrs
Area Sales Manager - Medical Business,Sgtc India,"['Direct sales', 'Area sales', 'Regional sales', 'Healthcare', 'Channel management', 'Management', 'Key account management', 'Techno-commercial']",Mumbai,6-10 Yrs
Area Sales Manager- Medical Business,Sgtc India,"['Direct sales', 'Area sales', 'Regional sales', 'Healthcare', 'Channel management', 'Management', 'Key account management', 'Techno-commercial']",Bangalore/Bengaluru,6-10 Yrs
Field Sales Executive,Green Tech Engineering Systems,"['SME Sales', 'B2B Sales', 'Broad Band Sales', 'Enterprise Sales', 'B2B', 'Field sales', 'Sales', 'Broadband']",,
Medical Sales Executive,Vakula Health Care,"['Healthcare Marketing', 'MR', 'Medical', 'Hospital Sales', 'Pharmaceutical Sales', 'Sales And Marketing', 'Pharmacy', 'Hospital']","Ongole, Andhra Pradesh, Kurnool, Andhra Pradesh, Nellore, Andhra Pradesh",1-4 Yrs
Sales Manager / Business Development Officer,Golden Era Property,"['Sales', 'management', 'development', 'business development', 'business development management', 'sales management']",Bengaluru,0-1 Yrs
Medical Coding Jobs For Lifescience & Paramedical Freshers,Achievers Spot,"['lifescience', 'Biotechnology', 'paramedical', 'medical coding', 'life science', 'Nutrition', 'Medical Coding Jobs', 'Dentist']","Nagercoil, Chennai, Tiruchirapalli/Trichy",0-2 Yrs
"Medical Coding Job For Pharmacy,Physiotherapy,Nursing graduates",Achievers Spot,"['GNM', 'Physiotherapy', 'Bpt', 'dgnm', 'MPT', 'anm', 'Trainee Medical Coder', 'medical coding executive']","Tirupati, Chennai, Coimbatore",0-4 Yrs
Medical Coding Analyst,Achievers Spot,"['medical coding executive', 'medical coding', 'Chemistry', 'bioinformatics', 'B pharmacy', 'biotechnology', 'bhms', 'biology']","Chennai, Coimbatore, Erode",0-1 Yrs
"Medical Coding Jobs For Biotechnology Engineers,biomedical engineer gr",Achievers Spot,"['Biotechnology', 'Biotech', 'Medical Coder', 'Medical Coding', 'Microbiologist', 'Zoology', 'Physiotherapy', 'Bpt']","Karaikkudi, Krishnagiri, Chennai",0-3 Yrs
Medical Coding Jobs - Pharmacy & Nursing Fresher - Training with Job,Nestem Technologies,"['bio science', 'freshers', 'medical coding', 'paramedical', 'life science', 'biotechnology', 'bhms', 'nutrition&dieteetics']",Chennai,0-0 Yrs
"Fresher Medical Coding Jobs For Pharmacy,b pharm,m pharm,pharm d gradu",Achievers Spot,"['B.Pharm', 'M.Pharm', 'Pharmacy', 'Pharmacist', 'D.pharm', 'Biotechnology', 'Dgnm', 'Microbiology']","Chennai, Tiruchirapalli/Trichy, Erode",0-4 Yrs
Medical Equipment Service Executive,Cnergy Incorporation,"['Service Engineering', 'After Sales Service', 'Technical Services', 'After Sales Support', 'Field Service', 'Engineering', 'Sales', 'Medical equipment']","Hyderabad, Telangana, Bengaluru, Karnataka, Mumbai (All Areas)",0-2 Yrs
Therapy Business Manager,Abbott,"['Medical devices', 'Diagnostics', 'Pharma', 'Finance', 'Packaging', 'Market research', 'Healthcare', 'Operations']",Mumbai,1-7 Yrs
Medical Sales Representative,Skinnovation,"['Medical Sales Representative', 'Sales', 'Relationship building', 'Pharma selling', 'Medical Representative', 'Brand building', 'Pharmaceutical', 'Selling']",Mumbai,1-3 Yrs
Area Sales Manager,East West Pharma,"['diabetology', 'Dermatology', 'Pharma', 'Area sales', 'Sales management', 'Sales', 'Management', 'Pharmaceutical']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-6 Yrs
Domestic Portfolio Manager- Pharma Business,Leading Pharma company,"['Manager Portfolio API', 'New Product Development', 'Product Portfolio', 'Strategic Management', 'Formulation portfolio', 'Product Portfolio Management', 'Marketing Management', 'Brand Management']",Mumbai (All Areas),7-10 Yrs
Area Sales Manager - Pharmaceuticals and Medical Devices,Healthpole,"['Medical devices', 'Sales strategy', 'Sales', 'Networking', 'Area sales', 'Sales training', 'Management', 'Monitoring']",Pune,3-7 Yrs
Area Sales Manager,Medical Job Solution,"['Sales', 'Field Sales Executive', 'Pharma', 'Area sales', 'Channel sales', 'Pharma selling', 'Life sciences', 'Retail sales']","Bhagalpur, Muzaffarpur, Patna, Darbhanga",1-6 Yrs
Sales Representative III/Area Manager,Medtronic,"['MS Office suite', 'Interpersonal skills', 'Sales', 'Sales Representative', 'Analytical', 'Regional sales', 'Healthcare', 'Representative']",Mumbai,6-9 Yrs
BUSINESS DEVELOPMENT EXECUTIVE- SOFTWARE PRODUCTS,Objective Solutions,"['Payment collection', 'Web development', 'Presales', 'Web hosting', 'Business Development Executive', 'Hardware', 'Management', 'Software solutions']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-1 Yrs
Business Development Executives,Expogroup,"['Copy writing', 'Internet marketing', 'Business Development Executive', 'Internet', 'Writing', 'Marketing', 'Business development', 'Development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
business development executive,A10 DESIGN PRIVATE LIMITED,"['Sales', 'Database', 'Business Development Executive', 'Management', 'Development', 'Business development', 'DBMS']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,SVR Global,"['Cold calling', 'Business administration', 'Sales', 'After sales service', 'Sales Account Executive', 'Marketing campaigns', 'Business Development Executive', 'Business Development Representative']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Business Development Executive,Robokalam,"['Cold calling', 'Business administration', 'Sales', 'After sales service', 'Sales Account Executive', 'Marketing campaigns', 'Business Development Executive', 'Business Development Representative']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,S4 Solutions,"['Cold calling', 'Business administration', 'Sales', 'After sales service', 'Sales Account Executive', 'Marketing campaigns', 'Business Development Executive', 'Business Development Representative']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Executive.Business Development,Aster MIMS,"['Cold calling', 'Interpersonal skills', 'Sales', 'Networking', 'Market research', 'Business Development Executive', 'Customer service', 'Monitoring']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,M/S D Navinchandra Jewels,"['BDE', 'fresher', 'Lead Generation', 'Cold Calling', 'Business Development Executive', 'Communication Skills', 'sale', 'BD']",Mumbai (All Areas)(SEEPZ),0-2 Yrs
Business Development Executive,Aldiserv,"['Cold calling', 'Sales', 'Time management', 'Web development', 'Scheduling', 'Business Development Executive', 'Digital marketing', 'Inside sales']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Business development Executive,Mentorsity,"['Cold calling', 'Sales', 'Networking', 'Relationship building', 'Customer retention', 'Market research', 'Customer support', 'Business Development Executive']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Sales Officer / Assistant Manager - Sales,Axis Bank,"['Casa', 'Banking Sales', 'banking', 'Sales', 'Casa Acquisition', 'Insurance Sales', 'Third Party Sales', 'Casa Sales']","Mumbai, Maharashtra, Pune, Maharashtra, Mumbai (All Areas)",0-5 Yrs
Business Development Executive,Super Scholar,"['Sales', 'Customer retention', 'Business Development Executive', 'A+', 'Management', 'Development', 'Retention', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,Super Scholar,"['Business Development Executive', 'A+', 'Counselling', 'Development', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Associate/ Business Development Executive,Dailyrounds,"['Cold calling', 'Lead generation', 'Trade', 'Networking', 'Relationship building', 'Social media', 'Market research', 'Business Development Associate']","Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",0-2 Yrs
Products and Distribution - Business Development Executive (6 nos.),Integra Micro Software Services,"['English', 'Email', 'Networking', 'Marketing campaigns', 'Software sales', 'IT sales', 'Business Development Executive', 'Event marketing']","Kolkata, Mumbai, Hyderabad, Delhi, Chennai, Bengaluru",0-4 Yrs
Executive.Business Development,Aster Medcity,"['Trade', 'Data analysis', 'Sales strategy', 'Networking', 'Relationship building', 'Market research', 'Business Development Executive', 'Management']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Business Development Executive (BDE),Obaps Global Technologies,"['Cold calling', 'Database', 'Business Development Executive', 'business development', 'dbms', 'calling', 'development', 'bde']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,Printo Document Services Pvt. Ltd,"['Printing', 'Outbound', 'Lead generation', 'Sales', 'Database', 'Business Development Executive', 'DBMS', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Senior Sales Manager - Team Lead | Kotak Group,The Infinity Space,"['Sales', 'Pharma Selling', 'HNI', 'Telesales', 'Channel Sales', 'FMCG', 'Credit Cards', 'Marketing']","Panaji, Goa, Pune, Maharashtra, Mumbai (All Areas)",0-5 Yrs
Therapy Business Manager - Womens Health,Abbott,"['Training', 'Brand Ambassador', 'Pharma', 'Relationship building', 'Supervision', 'Salesforce', 'Management', 'Health']",Hyderabad/Secunderabad,1-6 Yrs
Regional Business Manager,Intas,"['Pharma Selling', 'New Product Launch', 'Pharma Marketing', 'Pharmaceutical Sales', 'Pharmaceutical', 'New product', 'Management', 'Sales']","Bangalore Rural, Karnataka",4-9 Yrs
Medical Sales Representative,Raymed Pharmaceuticals,"['Medical Sales Representative', 'Payment collection', 'Pharma', 'Distribution channel management', 'Healthcare', 'Cardiology', 'Medical Representative', 'Sales promotion']",Chandigarh,2-3 Yrs
Territory Business Manager,Abbott,"['Senior management', 'Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Pharmaceutical']",Hyderabad/Secunderabad,1-5 Yrs
Territory Business Manager,Abbott,"['Stakeholder Engagement', 'Pharma', 'Business planning', 'Market research', 'CME', 'Monitoring', 'Auditing', 'Salesforce']",Hyderabad/Secunderabad,2-8 Yrs
Territory Business Manager,Abbott,"['Senior management', 'Pharma', 'Finance', 'Packaging', 'Market research', 'Operations', 'Salesforce', 'Research']",Hyderabad/Secunderabad,2-6 Yrs
Cipla Walk-in drive @ Bangalore For Sr. Medical sales representative,Cipla,"['pharmaceutical sales', 'Dermatology', 'Rheumatology', 'oncology', 'pharma selling', 'sales', 'Medical Sales', 'Pharmaceutical']",,
Medical Representative,The Ruby Mills Ltd,"['Medical Representative', 'Relationship management', 'cold calling', 'Quality testing', 'administration skills', 'healthcare', 'Management', 'Medical']","Mumbai, Delhi / NCR",0-2 Yrs
Business Executive /business Development,Z2 Plus Placement & Security Agency Pvt Ltd,"['Head Business Development', 'Pharma', 'Relationship', 'Critical care', 'Business Development Executive', 'Business Executive', 'Business development', 'Development']","Patna, Dhanbad, Ranchi, Gaya",0-1 Yrs
Business development Executive,Arvik Medical Systems,"['medical sales', 'Nursing', 'Healthcare', 'Scheduling', 'Life sciences', 'Business Development Executive', 'Customer service', 'microsoft']",Hyderabad/Secunderabad,0-5 Yrs
Business Development Executive,Mavericks Education,"['BPO', 'Cold calling', 'Outbound', 'Pharma', 'Relationship building', 'Online sales', 'Business Development Executive', 'Service sales']",Noida,0-2 Yrs
Business Development Executive,POST A RESUME HR Consultancy,"['Lead generation', 'Graphic designing', 'Publishing', 'Email marketing', 'Dermatology', 'Pharma', 'Business Development Executive', 'Digital marketing']",Ahmedabad,0-3 Yrs
Business Development Executive,Motilal Oswal Financial Services (MOFSL),"['Mutual Funds Sales', 'Equity Sales', 'Dmat', 'Insurance Sales', 'Sales', 'Insurance', 'Business development', 'Mutual funds']","Hyderabad, Telangana",0-2 Yrs
Business Development Executive,EMentor Enterprises Private Limited,"['Cold calling', 'Lead generation', 'Biotechnology', 'Sales', 'Social media', 'Competitor analysis', 'Business Development Executive', 'Revenue generation']",Hyderabad/Secunderabad,0-3 Yrs
Business Development Executive,Fardha Home Care,"['Compliance', 'Networking', 'Relationship building', 'Health care services', 'Healthcare', 'Business Development Executive', 'Sales achievement', 'Development']",Hyderabad/Secunderabad,0-2 Yrs
Branch  sales Manager,Bajaj Housing Finance,"['Housing Loan', 'Loan Against Property', 'DSA', 'DST', 'HL', 'Home Loans', 'Mortgage Loans', 'builder']","Hyderabad, Telangana",0-4 Yrs
Manager / Assistant Team Leader - Business Development,Hike Education,"['Business Development', 'BD', 'Sales', 'Business Development Manager', 'Management', 'Development', 'Team', 'Business development management']","Mumbai, Thane, Navi Mumbai, Pune",0-5 Yrs
Dad sales /Business Development Executive,Eureka Outsourcing Solutions (EOS),"['Equity Sales', 'Dealing', 'Online Trading', 'NSE', 'Share Market', 'Broking', 'Commodities', 'Equity']","Mumbai Suburban, Maharashtra, Mumbai (All Areas)",0-5 Yrs
"Jobs For Pharmacy,Physiotherapy,Nursing,Pharma,BPT,Biotech Grad",Achievers Spot,"['B.Pharm', 'Nursing', 'Staff nurse', 'Physiotherapist', 'M.Pharm', 'Biotechnology', 'Microbiology', 'Physiotherapy']","Chennai, Tiruchirapalli/Trichy, Erode",0-3 Yrs
Opening For Sales/BD Executive - Navi Mumbai,Indiafilings Pvt ltd,"['IT Sales', 'Outbound Sales', 'Telecalling', 'Cold Calling', 'Saas Sales', 'Target Achievement', 'Client Acquisition', 'Client Relationship Management']","Thane, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)(Ambernath +9)",0-3 Yrs
"Vacancy in Pharma, Chemical Industries & Lab",Leading Chemical and Pharma Industry,"['Chemistry', 'Biotechnology', 'Food Technology', 'Microbiology', 'ETP Operation', 'Pharmaceutical Production', 'Process Engineering', 'Biochemistry']","Sriperumbudur, Coimbatore, Cuddalore",0-5 Yrs
"Internship Opportunity -  Pharma, BDS Freshers - Clinical Research",Clininfotech,"['Pharma', 'Market analysis', 'Product promotion', 'Relationship building', 'Product portfolio', 'Clinical research', 'market data', 'Internship']",Hyderabad/Secunderabad,0-1 Yrs
"PATENT ASSOCIATE, Chemistry / Pharma",Cellix Bio,"['Chemistry', 'Literature', 'Pharma', 'Patent Associate', 'IPR', 'Patent search', 'Searching', 'Patentability']",Hyderabad/Secunderabad,0-3 Yrs
Opening For Sales/BD Executive - Navi Mumbai,Verve Financial Services,"['IT Sales', 'Outbound Sales', 'Telecalling', 'Cold Calling', 'Saas Sales', 'Target Achievement', 'Client Acquisition', 'Client Relationship Management']","Thane, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)(Ambernath +9)",0-3 Yrs
Area Sales Manager (pharma),Quepreon,"['Pharma Domain Experince', 'Sales', 'Client Relationship Management', 'Good Communication', 'Channel Management', 'Business Development', 'Strong Negotiation Skills', 'Channel']",Bangalore/Bengaluru,3-6 Yrs
Senior Executive / Assistant Manager- Marketing API Pharma,GenNext India Private Limited,"['domestic', 'marketing', 'API', 'pharma', 'stp', 'Pharmaceutical', 'Assistance', 'Senior']","Ludhiana, Punjab",3-5 Yrs
Area Sale Manager / Channel Sales Manager-Pharma/OTC-Ranchi,LKSA-CSM- PHARMA/OTC-RANCHI,"['AREA SALES MANAGER', 'Area Business Manager', 'CHANNEL SALES MANAGER', 'OTC', 'DISTRICT MANAGER', 'FIELD MANAGER', '1st LINE MANAGER', 'Pharma']","Ranchi, Jharkhand, Chennai, Jaipur, Rajasthan",5-10 Yrs
Area Sales Manager (pharma marketing),Quepreon,"['Pharma Domain Experince', 'Sales', 'Client Relationship Management', 'Good Communication', 'Channel Management', 'Business Development', 'Strong Negotiation Skills', 'Area sales']",Bangalore/Bengaluru,3-6 Yrs
Purchase - Sr. Executive / Asst Manager  - Pharma Industry @ Pune,Veko Care,"['Purchase', 'Strategic Purchasing', 'Sourcing', 'Pharmaceutical', 'Procurement', 'Strategic Sourcing', 'Procurement Planning', 'Global Sourcing']",Pune(Shivaji Nagar),5-10 Yrs
Executive/ Manager : Packaging Develoment For Pharma Formulation Co,Veko Care,"['Artwork', 'Packaging Design', 'Design Development', 'Design Conceptualization', 'Food Packing', 'Pharmaceutical Packaging', 'Packaging', 'Cost Reduction']","Pune, Maharashtra(Shivaji Nagar)",5-8 Yrs
Area Sale Manager / Channel Sales Manager-Pharma/OTC-Chennai,LKSA-CSM- PHARMA/OTC-CHENNAI,"['AREA SALES MANAGER', 'Area Business Manager', 'CHANNEL SALES MANAGER', 'OTC', 'DISTRICT MANAGER', 'FIELD MANAGER', '1st LINE MANAGER', 'Pharma']","Chennai, Tamil Nadu",5-10 Yrs
Area Sales Manager / Channel Sales Manager- Pharma/OTC-Jaipur,LKSA-CSM- PHARMA/OTC-JAIPUR,"['AREA SALES MANAGER', 'Area Business Manager', 'CHANNEL SALES MANAGER', 'OTC', 'DISTRICT MANAGER', 'FIELD MANAGER', '1st LINE MANAGER', 'Pharma']","Jaipur, Rajasthan",5-10 Yrs
Business Development Manager / Business Development Executive,Comunus Technologies,"['account mining', 'Service', 'Business Development Executive', 'Management', 'Business solutions', 'Sales presentations', 'Forecasting', 'Data mining']",Mumbai,0-3 Yrs
Pharma Operations Executive (Pharmaceutical),Pharmaceutical Industry,"['Grievance Handling', 'Vendor Management', 'Sales Support', 'Prefer candidate from Pharma background', 'Client Relationship', 'Sales Operations', 'Grievance Redressal', 'Excel Report Preparation']","Lucknow, Uttar Pradesh",0-4 Yrs
Business Development Representative,Freshersworld.com,"['sales', 'Analytical Skills', 'Convincing Power', 'Inside Sales', 'Verbal Communication', 'Leadership Skills', 'Communication Skills', 'Lead Generation']",Bengaluru,0-1 Yrs
Business Development Executive/Manager,The Propertist,"['Lead generation', 'B2B', 'Sales', 'Excel', 'Database', 'Packaging', 'Business Development Executive', 'MS Office']",Mumbai,0-3 Yrs
Marketing (Online) Executive,Makro Group,"['IT Skills', 'Digital Marketing', 'Competitive analysis', 'Pharma', 'Social media', 'Online marketing', 'Clinical research', 'Content writing']",Hyderabad/Secunderabad,0-1 Yrs
Business development Executive,Mentorsity,"['Cold calling', 'Sales', 'Networking', 'Relationship building', 'Customer retention', 'Market research', 'Customer support', 'Business Development Executive']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Sales Officer / Assistant Manager - Sales,Axis Bank,"['Casa', 'Banking Sales', 'banking', 'Sales', 'Casa Acquisition', 'Insurance Sales', 'Third Party Sales', 'Casa Sales']","Mumbai, Maharashtra, Pune, Maharashtra, Mumbai (All Areas)",0-5 Yrs
Business Development Executive,Super Scholar,"['Sales', 'Customer retention', 'Business Development Executive', 'A+', 'Management', 'Development', 'Retention', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,Super Scholar,"['Business Development Executive', 'A+', 'Counselling', 'Development', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Associate/ Business Development Executive,Dailyrounds,"['Cold calling', 'Lead generation', 'Trade', 'Networking', 'Relationship building', 'Social media', 'Market research', 'Business Development Associate']","Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",0-2 Yrs
Products and Distribution - Business Development Executive (6 nos.),Integra Micro Software Services,"['English', 'Email', 'Networking', 'Marketing campaigns', 'Software sales', 'IT sales', 'Business Development Executive', 'Event marketing']","Kolkata, Mumbai, Hyderabad, Delhi, Chennai, Bengaluru",0-4 Yrs
Executive.Business Development,Aster Medcity,"['Trade', 'Data analysis', 'Sales strategy', 'Networking', 'Relationship building', 'Market research', 'Business Development Executive', 'Management']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Business Development Executive (BDE),Obaps Global Technologies,"['Cold calling', 'Database', 'Business Development Executive', 'business development', 'dbms', 'calling', 'development', 'bde']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-2 Yrs
Business Development Executive,Printo Document Services Pvt. Ltd,"['Printing', 'Outbound', 'Lead generation', 'Sales', 'Database', 'Business Development Executive', 'DBMS', 'Business development']","Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",0-3 Yrs
Customer Care Executive,Tricolour Manpower Solutions LLP,"['English', 'Domestic BPO', 'Hindi', 'Voice Process', 'Inbound', 'Communication Skills', 'Calling', 'Customer care']",Hyderabad/Secunderabad(Bachupally +4),0-1 Yrs
Customer Care Executive / Voice Process/domestic BPO Work from Office,Tricolour Manpower Solutions LLP,"['Communication Skills', 'English', 'Hindi', 'Inbound Process', 'Malayalam', 'Solving Queries', 'Marathi', 'Voice Process']",Hyderabad/Secunderabad(Gachibowli +4),0-0 Yrs
